1287,2,2
1303,1,1
1306,1,1
1307,1,1
1312,2,2
1313,2,2
1314,2,2
1330,1,1
1333,1,1
1334,1,1
1340,1,1
1341,1,1
1342,1,1
1343,1,1
1344,2,2
1346,1,1
1347,1,1
1348,1,1
1351,1,1
1352,1,1
1353,1,1
1355,1,1
1357,1,1
1358,1,1
1359,1,1
1360,1,1
1361,2,2
1363,1,1
1364,1,1
1365,1,1
1368,1,1
1369,1,1
1370,1,1
1372,1,1
1373,2,2
1374,2,2
1375,2,2
1391,1,1
1394,1,1
1395,1,1
1400,2,2
1401,2,2
1402,2,2
1418,1,1
1421,1,1
1422,1,1
1428,1,1
1429,1,1
1430,1,1
1431,1,1
1432,2,2
1434,1,1
1435,1,1
1436,1,1
1439,1,1
1440,1,1
1441,1,1
1443,1,1
1444,2,2
1445,2,2
1446,2,2
1462,1,1
1465,1,1
1466,1,1
1471,2,2
1472,2,2
1473,2,2
1489,1,1
1492,1,1
1493,1,1
1498,2,2
1499,2,2
1500,2,2
1516,1,1
1519,1,1
1520,1,1
1526,1,1
1527,1,1
1528,1,1
1529,1,1
1530,2,2
1532,1,1
1533,1,1
1534,1,1
1537,1,1
1538,1,1
1539,1,1
1541,1,1
1542,2,2
1543,2,2
1544,2,2
1560,1,1
1563,1,1
1564,1,1
1570,1,1
1571,1,1
1572,1,1
1573,1,1
1574,2,2
1576,1,1
1577,1,1
1578,1,1
1581,1,1
1582,1,1
1583,1,1
1585,1,1
1586,2,2
1587,2,2
1588,2,2
1604,1,1
1607,1,1
1608,1,1
1614,1,1
1615,1,1
1616,1,1
1617,1,1
1618,2,2
1620,1,1
1621,1,1
1622,1,1
1625,1,1
1626,1,1
1627,1,1
1629,1,1
1631,1,1
1632,1,1
1633,1,1
1634,1,1
1635,2,2
1637,1,1
1638,1,1
1639,1,1
1642,1,1
1643,1,1
1644,1,1
1646,1,1
1647,2,2
1648,2,2
1649,2,2
1665,1,1
1668,1,1
1669,1,1
1674,2,2
1675,2,2
1676,2,2
1692,1,1
1695,1,1
1696,1,1
1702,1,1
1703,1,1
1704,1,1
1705,1,1
1706,2,2
1708,1,1
1709,1,1
1710,1,1
1713,1,1
1714,1,1
1715,1,1
1717,1,1
1718,2,2
1719,2,2
1720,2,2
1736,1,1
1739,1,1
1740,1,1
1746,1,1
1747,1,1
1748,1,1
1749,1,1
1750,2,2
1752,1,1
1753,1,1
1754,1,1
1757,1,1
1758,2,2
1759,1,1
1761,1,1
1763,1,1
1764,1,1
1765,1,1
1766,1,1
1767,2,2
1769,1,1
1770,1,1
1771,1,1
1774,1,1
1775,1,1
1776,1,1
1778,1,1
1780,1,1
1781,1,1
1782,1,1
1783,1,1
1784,2,2
1786,1,1
1787,1,1
1788,1,1
1791,1,1
1792,1,1
1793,1,1
1795,1,1
1796,2,2
1797,2,2
1798,2,2
1814,1,1
1817,1,1
1818,1,1
1823,2,2
1824,2,2
1825,2,2
1841,1,1
1844,1,1
1845,1,1
1851,1,1
1852,1,1
1853,1,1
1854,1,1
1855,2,2
1857,1,1
1858,1,1
1859,1,1
1862,1,1
1863,1,1
1864,1,1
1866,1,1
1867,2,2
1868,2,2
1869,2,2
1885,1,1
1888,1,1
1889,1,1
1894,2,2
1895,2,2
1896,2,2
1912,1,1
1915,1,1
1916,1,1
1921,2,2
1922,2,2
1923,2,2
1939,1,1
1942,1,1
1943,1,1
1948,2,2
1949,2,2
1950,2,2
1966,1,1
1969,1,1
1970,1,1
1975,2,2
1976,2,2
1977,2,2
1993,1,1
1996,1,1
1997,1,1
2002,2,2
2003,2,2
2004,2,2
2020,1,1
2023,1,1
2024,1,1
2029,2,2
2030,2,2
2031,2,2
2047,1,1
2050,1,1
2051,1,1
2056,2,2
2057,2,2
2058,2,2
2074,1,1
2077,1,1
2078,1,1
2084,1,1
2085,1,1
2086,1,1
2087,1,1
2088,2,2
2090,1,1
2091,1,1
2092,1,1
2095,1,1
2096,2,1
2097,1,1
2099,1,1
2101,1,1
2102,1,1
2103,1,1
2104,1,1
2105,2,2
2107,1,1
2108,1,1
2109,1,1
2112,1,1
2113,2,2
2114,1,1
2116,1,1
2117,2,2
2118,2,2
2119,2,2
2135,1,1
2138,1,1
2139,4,1
2144,2,2
2145,2,2
2146,2,2
2162,1,1
2165,1,1
2166,1,1
2171,2,2
2172,2,2
2173,2,2
2189,1,1
2192,1,1
2193,4,1
2198,2,2
2199,2,2
2200,2,2
2216,1,1
2219,1,1
2220,1,1
2225,2,2
2226,2,2
2227,2,2
2243,1,1
2246,1,1
2247,1,1
2253,1,1
2254,1,1
2255,1,1
2256,1,1
2257,2,2
2259,1,1
2260,1,1
2261,1,1
2264,1,1
2268,1,1
2269,2,2
2270,2,2
2271,2,2
2287,1,1
2290,1,1
2291,1,1
2297,1,1
2298,1,1
2299,1,1
2300,1,1
2301,2,2
2303,1,1
2304,1,1
2305,1,1
2308,1,1
2312,1,1
2313,2,2
2314,2,2
2315,2,2
2331,1,1
2334,1,1
2335,1,1
2340,2,2
2341,2,2
2342,2,2
2358,1,1
2361,1,1
2362,1,1
2367,2,2
2368,2,2
2369,2,2
2385,1,1
2388,1,1
2389,1,1
2394,2,2
2395,2,2
2396,2,2
2403,2,2
2406,2,2
2408,2,2
2420,1,1
2427,1,1
2429,1,1
2439,1,1
2442,1,1
2443,1,1
2448,2,2
2449,2,2
2450,2,2
2466,1,1
2469,1,1
2470,1,1
2476,1,1
2477,1,1
2478,1,1
2479,1,1
2480,2,2
2482,1,1
2483,1,1
2484,1,1
2487,1,1
2491,1,1
2492,2,2
2493,2,2
2494,2,2
2510,1,1
2513,1,1
2514,1,1
2519,2,2
2520,2,2
2521,2,2
2537,1,1
2540,1,1
2541,1,1
2547,1,1
2548,1,1
2549,1,1
2550,1,1
2551,2,2
2553,1,1
2554,2,2
2555,2,2
2558,1,1
2562,1,1
2563,2,2
2564,2,2
2565,2,2
2581,1,1
2584,1,1
2585,1,1
2590,2,2
2591,2,2
2592,2,2
2608,1,1
2611,1,1
2612,1,1
2617,2,2
2618,2,2
2619,2,2
2635,1,1
2638,1,1
2639,1,1
2644,2,2
2645,2,2
2646,2,2
2662,1,1
2665,1,1
2666,1,1
2672,1,1
2673,1,1
2674,1,1
2675,1,1
2676,2,2
2678,1,1
2679,1,1
2680,1,1
2683,1,1
2687,1,1
2688,2,2
2689,2,2
2690,2,2
2706,1,1
2709,1,1
2710,1,1
2715,2,2
2716,2,2
2717,2,2
2733,1,1
2736,1,1
2737,1,1
2743,1,1
2744,1,1
2745,1,1
2746,1,1
2747,2,2
2749,1,1
2750,1,1
2751,1,1
2755,2,2
2756,1,1
2758,1,1
2759,2,2
2760,2,2
2761,2,2
2777,1,1
2780,1,1
2781,1,1
2786,2,2
2787,2,2
2788,2,2
2804,1,1
2807,1,1
2808,1,1
2813,2,2
2814,2,2
2815,2,2
2831,1,1
2834,1,1
2835,1,1
2840,2,2
2841,2,2
2842,2,2
2858,1,1
2861,1,1
2862,1,1
2867,2,2
2868,2,2
2869,2,2
2885,1,1
2888,1,1
2889,1,1
2895,1,1
2896,1,1
2897,1,1
2898,1,1
2899,2,2
2901,1,1
2902,1,1
2903,1,1
2906,1,1
2910,1,1
2911,2,2
2912,2,2
2913,2,2
2929,1,1
2932,1,1
2933,1,1
2938,2,2
2939,2,2
2940,2,2
2956,1,1
2959,1,1
2960,1,1
2965,2,2
2966,2,2
2967,2,2
2983,1,1
2986,1,1
2987,1,1
2992,2,2
2993,2,2
2994,2,2
3010,1,1
3013,1,1
3014,1,1
3020,1,1
3021,1,1
3022,1,1
3023,1,1
3024,2,2
3026,1,1
3027,1,1
3028,1,1
3031,1,1
3035,1,1
3037,1,1
3038,1,1
3039,1,1
3040,1,1
3041,2,2
3043,1,1
3044,1,1
3045,1,1
3048,1,1
3052,1,1
3053,2,2
3054,2,2
3055,2,2
3071,1,1
3074,1,1
3075,1,1
3080,2,2
3081,2,2
3082,2,2
3098,1,1
3101,1,1
3102,1,1
3108,1,1
3109,1,1
3110,1,1
3111,1,1
3112,2,2
3114,1,1
3115,1,1
3116,1,1
3119,1,1
3123,1,1
3125,1,1
3126,1,1
3127,1,1
3128,1,1
3129,2,2
3131,1,1
3132,1,1
3133,1,1
3136,1,1
3140,1,1
3141,2,2
3142,2,2
3143,2,2
3159,1,1
3162,1,1
3163,1,1
3168,2,2
3169,2,2
3170,2,2
3186,1,1
3189,1,1
3190,1,1
3195,2,2
3196,2,2
3197,2,2
3213,1,1
3216,1,1
3217,1,1
3222,2,2
3223,2,2
3224,2,2
3240,1,1
3243,1,1
3244,1,1
3249,2,2
3250,2,2
3251,2,2
3267,1,1
3270,1,1
3271,1,1
3276,2,2
3277,2,2
3278,2,2
3294,1,1
3297,1,1
3298,1,1
3303,2,2
3304,2,2
3305,2,2
3321,1,1
3324,1,1
3325,1,1
3330,2,2
3331,2,2
3332,2,2
3348,1,1
3351,1,1
3352,1,1
3357,2,2
3358,2,2
3359,2,2
3375,1,1
3378,1,1
3379,1,1
3385,1,1
3386,1,1
3387,1,1
3388,1,1
3389,2,2
3391,1,1
3392,1,1
3393,1,1
3396,1,1
3400,1,1
3401,2,2
3402,2,2
3403,2,2
3419,1,1
3422,1,1
3423,1,1
3428,2,2
3429,2,2
3430,2,2
3446,1,1
3449,1,1
3450,1,1
3455,2,2
3456,2,2
3457,2,2
3473,1,1
3476,1,1
3477,1,1
3483,1,1
3484,1,1
3485,1,1
3486,1,1
3487,2,2
3489,1,1
3490,1,1
3491,1,1
3494,1,1
3498,1,1
3499,2,2
3500,2,2
3501,2,2
3517,1,1
3520,1,1
3521,1,1
3526,2,2
3527,2,2
3528,2,2
3544,1,1
3547,1,1
3548,4,1
3553,2,2
3554,2,2
3555,2,2
3571,1,1
3574,1,1
3575,1,1
3580,2,2
3581,2,2
3582,2,2
3598,1,1
3601,1,1
3602,1,1
3607,2,2
3608,2,2
3609,2,2
3625,1,1
3628,1,1
3629,1,1
3634,2,2
3635,2,2
3636,2,2
3652,1,1
3655,1,1
3656,1,1
3662,1,1
3663,1,1
3664,1,1
3665,1,1
3666,2,2
3668,1,1
3669,1,1
3670,1,1
3673,1,1
3677,1,1
3678,2,2
3679,2,2
3680,2,2
3696,1,1
3699,1,1
3700,1,1
3705,2,2
3706,2,2
3707,2,2
3723,1,1
3726,1,1
3727,1,1
3732,2,2
3733,2,2
3734,2,2
3750,1,1
3753,1,1
3754,1,1
3759,2,2
3760,2,2
3761,2,2
3777,1,1
3780,1,1
3781,1,1
3787,1,1
3788,1,1
3789,1,1
3790,1,1
3791,2,2
3793,1,1
3794,1,1
3795,1,1
3798,1,1
3802,1,1
3803,2,2
3804,2,2
3805,2,2
3821,1,1
3824,1,1
3825,1,1
3830,2,2
3831,2,2
3832,2,2
3848,1,1
3851,1,1
3852,1,1
3857,2,2
3858,2,2
3859,2,2
3875,1,1
3878,1,1
3879,1,1
3885,2,2
3886,2,2
3887,1,1
3888,2,2
3889,2,2
3891,1,1
3892,2,2
3894,1,1
3896,1,1
3897,1,1
3898,1,1
3900,1,1
3901,2,2
3902,1,1
3904,2,2
3905,1,1
3906,2,2
3908,1,1
3911,1,1
3912,1,1
3913,2,2
3915,1,1
3916,1,1
3917,1,1
3918,1,1
3919,1,1
3920,1,1
3921,1,1
3923,1,1
3924,1,1
3925,1,1
3926,1,1
3929,1,1
3930,2,2
3931,1,1
3932,1,1
3933,1,1
3934,1,1
3935,1,1
3936,3,3
3937,3,3
3938,1,1
3939,2,3
3941,3,3
3950,1,1
3951,1,1
3952,1,1
3954,1,1
3955,1,1
3959,1,1
3960,1,1
3961,1,1
3962,1,1
3963,1,1
3964,1,1
3965,1,1
3966,3,3
3967,1,1
3968,3,3
3973,1,1
3976,1,1
3977,1,1
3979,1,1
3983,1,1
4024,1,1
4025,1,1
4026,1,1
4027,1,1
4028,1,1
4029,1,1
4030,1,1
4031,1,1
4043,1,1
4045,1,1
4046,3,3
4047,1,1
4048,1,1
4050,1,1
4056,1,1
4058,1,1
4059,1,1
4060,1,1
4061,1,1
4062,1,1
4063,1,1
4064,1,1
4065,1,1
4066,1,1
4068,1,1
4069,1,1
4070,1,1
4071,1,1
4072,1,1
4073,1,1
4075,1,1
4076,1,1
4077,1,1
4078,1,1
4080,1,1
4081,1,1
4082,2,2
4083,2,2
4085,1,1
4086,1,1
4087,1,1
4088,1,1
4090,1,1
4091,1,1
4092,1,1
4093,1,1
4094,1,1
4095,1,1
4098,1,1
4099,1,1
4101,1,1
4102,2,2
4104,1,1
4106,1,1
4108,1,1
4113,1,1
4114,1,1
4115,1,1
4116,1,1
4117,1,1
4118,1,1
4119,1,1
4120,3,3
4121,1,1
4122,3,3
4127,1,1
4130,1,1
4131,1,1
4133,1,1
4137,1,1
4178,1,1
4179,1,1
4180,1,1
4181,1,1
4182,1,1
4183,1,1
4184,1,1
4185,1,1
4197,1,1
4200,3,3
4201,1,1
4202,1,1
4204,1,1
4210,1,1
4212,1,1
4213,1,1
4214,1,1
4215,1,1
4216,1,1
4217,1,1
4218,1,1
4219,1,1
4220,1,1
4222,1,1
4223,1,1
4224,1,1
4225,1,1
4226,1,1
4227,1,1
4228,1,1
4230,1,1
4231,1,1
4232,1,1
4234,1,1
4235,1,1
4236,2,2
4237,1,1
4239,1,1
4240,1,1
4241,1,1
4242,1,1
4244,1,1
4245,1,1
4246,1,1
4247,1,1
4248,1,1
4249,1,1
4252,1,1
4253,1,1
4255,1,1
4256,1,1
4258,1,1
4260,1,1
4261,1,1
4262,1,1
4263,1,1
4264,1,1
4266,1,1
4267,1,1
4268,1,1
4269,1,1
4271,1,1
4272,1,1
4273,1,1
4274,1,1
4275,1,1
4276,1,1
4279,1,1
4280,1,1
4282,1,1
4283,1,1
4285,1,1
4287,1,1
4288,1,1
4289,1,1
4290,1,1
4291,1,1
4293,1,1
4294,1,1
4295,1,1
4296,1,1
4298,1,1
4299,1,1
4300,1,1
4301,1,1
4302,1,1
4303,1,1
4306,1,1
4307,1,1
4309,1,1
4310,1,1
4312,1,1
4314,1,1
4315,1,1
4316,1,1
4317,1,1
4318,1,1
4320,1,1
4321,1,1
4322,1,1
4323,1,1
4325,1,1
4326,1,1
4327,1,1
4328,1,1
4329,1,1
4330,1,1
4333,1,1
4334,1,1
4336,1,1
4337,1,1
4339,1,1
4341,1,1
4342,1,1
4343,1,1
4348,1,1
4349,1,1
4350,1,1
4351,1,1
4352,1,1
4353,2,2
4354,2,2
4355,3,3
4356,1,1
4357,3,3
4362,1,1
4365,1,1
4366,1,1
4368,1,1
4372,1,1
4413,1,1
4414,1,1
4415,1,1
4416,1,1
4417,1,1
4418,1,1
4419,1,1
4420,1,1
4432,1,1
4435,3,3
4436,1,1
4437,1,1
4439,1,1
4445,1,1
4447,1,1
4448,1,1
4449,1,1
4450,1,1
4451,1,1
4452,1,1
4453,1,1
4454,1,1
4455,1,1
4457,1,1
4458,1,1
4459,1,1
4460,1,1
4461,1,1
4462,1,1
4465,1,1
4466,1,1
4467,1,1
4469,1,1
4470,1,1
4471,2,2
4472,1,1
4473,1,1
4474,1,1
4476,1,1
4477,2,2
4478,1,1
4480,1,1
4481,1,1
4482,1,1
4483,1,1
4485,1,1
4486,1,1
4487,1,1
4488,1,1
4489,1,1
4490,1,1
4493,1,1
4494,1,1
4496,1,1
4497,1,1
4499,1,1
4501,1,1
4502,1,1
4503,1,1
4504,1,1
4508,1,1
4509,1,1
4510,1,1
4511,1,1
4512,1,1
4513,2,2
4514,2,2
4515,3,3
4516,1,1
4517,3,3
4522,1,1
4525,1,1
4526,1,1
4528,1,1
4532,1,1
4573,1,1
4574,1,1
4575,1,1
4576,1,1
4577,1,1
4578,1,1
4579,1,1
4580,1,1
4592,1,1
4595,3,3
4596,1,1
4597,1,1
4599,1,1
4605,1,1
4607,1,1
4608,1,1
4609,1,1
4610,1,1
4611,1,1
4612,1,1
4613,1,1
4614,1,1
4615,1,1
4617,1,1
4618,1,1
4619,1,1
4620,1,1
4621,1,1
4622,1,1
4625,1,1
4626,1,1
4627,1,1
4629,1,1
4630,1,1
4631,2,2
4632,1,1
4634,1,1
4635,1,1
4636,1,1
4637,1,1
4639,1,1
4640,1,1
4641,1,1
4642,1,1
4643,1,1
4644,1,1
4647,1,1
4648,1,1
4650,1,1
4651,1,1
4653,1,1
4655,1,1
4656,1,1
4657,1,1
4658,1,1
4662,1,1
4663,1,1
4664,1,1
4665,1,1
4666,1,1
4667,1,1
4668,1,1
4669,3,3
4670,1,1
4671,3,3
4676,1,1
4677,1,1
4679,1,1
4680,1,1
4682,1,1
4686,1,1
4727,1,1
4728,1,1
4729,1,1
4730,1,1
4731,1,1
4732,1,1
4733,1,1
4734,1,1
4740,1,1
4746,1,1
4748,1,1
4749,2,2
4750,1,1
4751,1,1
4753,1,1
4759,1,1
4761,1,1
4762,1,1
4763,1,1
4764,1,1
4765,1,1
4766,1,1
4767,1,1
4768,1,1
4769,1,1
4771,1,1
4772,1,1
4773,1,1
4774,1,1
4775,1,1
4776,1,1
4778,1,1
4779,1,1
4780,1,1
4781,1,1
4783,1,1
4784,1,1
4785,2,2
4786,1,1
4788,1,1
4789,1,1
4790,1,1
4793,1,1
4794,1,1
4796,1,1
4797,1,1
4798,1,1
4801,1,1
4802,1,1
4804,1,1
4805,1,1
4807,1,1
4809,1,1
4810,1,1
4811,1,1
4812,1,1
4816,1,1
4817,1,1
4818,1,1
4819,1,1
4820,1,1
4821,2,2
4822,2,2
4823,3,3
4824,1,1
4825,3,3
4829,1,1
4830,1,1
4833,1,1
4834,1,1
4836,1,1
4840,1,1
4881,1,1
4882,1,1
4883,1,1
4884,1,1
4885,1,1
4886,1,1
4887,1,1
4888,1,1
4900,1,1
4903,3,3
4904,1,1
4905,1,1
4907,1,1
4913,1,1
4915,1,1
4916,1,1
4917,1,1
4918,1,1
4919,1,1
4920,1,1
4921,1,1
4922,3,1
4923,1,1
4925,1,1
4926,1,1
4927,1,1
4928,1,1
4929,1,1
4930,1,1
4933,1,1
4934,1,1
4935,1,1
4937,1,1
4938,1,1
4939,2,2
4943,1,1
4944,1,1
4945,1,1
4946,1,1
4947,1,1
4948,1,1
4949,1,1
4950,3,3
4951,1,1
4952,3,3
4957,1,1
4960,1,1
4961,1,1
4963,1,1
4967,1,1
5008,1,1
5009,1,1
5010,1,1
5011,1,1
5012,1,1
5013,1,1
5014,1,1
5015,1,1
5027,1,1
5030,3,3
5031,1,1
5032,1,1
5034,1,1
5040,1,1
5042,1,1
5043,1,1
5044,1,1
5045,1,1
5046,1,1
5047,1,1
5048,1,1
5049,1,1
5050,1,1
5052,1,1
5053,1,1
5054,1,1
5055,1,1
5056,1,1
5057,1,1
5060,1,1
5061,1,1
5062,1,1
5064,1,1
5065,1,1
5066,2,2
5067,1,1
5069,1,1
5070,1,1
5071,1,1
5072,1,1
5074,1,1
5075,1,1
5076,1,1
5077,1,1
5078,1,1
5079,1,1
5082,1,1
5083,1,1
5085,1,1
5086,1,1
5088,1,1
5090,1,1
5091,1,1
5092,1,1
5097,1,1
5098,1,1
5099,1,1
5100,1,1
5101,1,1
5102,1,1
5103,1,1
5104,3,3
5105,1,1
5106,3,3
5111,1,1
5114,1,1
5115,1,1
5117,1,1
5121,1,1
5162,1,1
5163,1,1
5164,1,1
5165,1,1
5166,1,1
5167,1,1
5168,1,1
5169,1,1
5181,1,1
5183,1,1
5184,3,3
5185,1,1
5186,1,1
5188,1,1
5194,1,1
5196,1,1
5197,1,1
5198,1,1
5199,1,1
5200,1,1
5201,1,1
5202,1,1
5203,1,1
5204,1,1
5206,1,1
5207,1,1
5208,1,1
5209,1,1
5210,1,1
5211,1,1
5212,1,1
5213,1,1
5214,1,1
5215,1,1
5216,1,1
5218,1,1
5219,1,1
5220,2,2
5224,1,1
5225,1,1
5226,1,1
5227,1,1
5228,1,1
5229,2,2
5230,2,2
5231,2,3
5232,1,1
5233,3,3
5238,1,1
5241,1,1
5242,1,1
5244,1,1
5248,1,1
5289,1,1
5290,1,1
5291,1,1
5292,1,1
5293,1,1
5294,1,1
5295,1,1
5296,1,1
5308,1,1
5310,1,1
5311,1,1
5312,1,1
5313,1,1
5315,1,1
5321,1,1
5323,1,1
5324,1,1
5325,1,1
5326,1,1
5327,1,1
5328,1,1
5329,1,1
5330,1,1
5331,1,1
5333,1,1
5334,1,1
5335,1,1
5336,1,1
5337,1,1
5338,1,1
5341,1,1
5342,1,1
5343,1,1
5345,1,1
5346,1,1
5347,2,2
5348,2,2
5351,2,2
5352,1,1
5353,1,1
5354,1,1
5355,1,1
5356,1,1
5357,1,1
5358,1,1
5359,1,1
5360,1,1
5361,1,1
5363,1,1
5364,1,1
5365,2,2
5366,1,1
5367,1,1
5368,2,2
5369,1,1
5370,1,1
5372,1,1
5373,1,1
5377,1,1
5378,1,1
5379,1,1
5380,1,1
5381,1,1
5382,1,1
5383,1,1
5384,3,3
5385,1,1
5386,3,3
5391,1,1
5394,1,1
5395,1,1
5397,1,1
5401,1,1
5442,1,1
5443,1,1
5444,1,1
5445,1,1
5446,1,1
5447,1,1
5448,1,1
5449,1,1
5461,1,1
5464,3,3
5465,1,1
5466,1,1
5468,1,1
